Numero;Caso;Mes;Resolucion;Comunicación;Categoria;Subcategoria;Segmento;Equipo_Resolutor;Canal;Movimiento;Monto;Cliente;Productos_act;Sexo
138;38817983;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Eminent;0;M
139;38350250;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Prefer;1;F
140;38736377;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;OUT LEAN;CSEDB;COM.SERV.PREFER (800076037510);$ 4.545,45;Masivo;3;F
141;38259637;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;Ensenada;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;F
142;38172725;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;2;M
143;38172243;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CCC;COM.SERV.PREFER;$ 2.272,73;Eminent;0;M
144;38205388;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Alta;GERLI;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Eminent;1;F
145;38528680;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;PLAZA LAVALLE;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
146;38926373;Septiembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CCC;COM.CJA.SEGURIDAD (AJUSTE COM. C. SEG.);$ 4.287,00;Prefer;4;M
147;38446935;Agosto;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;Cuentas;CAD;GASTOS DE SERVICIO EMI;$ 4.090,81;Prefer;2;M
148;38897813;Abril;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Media Baja;Comisiones y Morosidad;ONB;Com.serv.classic;$ 4.958,68;Masivo;0;M
149;38693684;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;ADROGUE;SUC;COM.SERV.PREFER (400002834873);$ 6.198,35;Masivo;1;M
150;38274522;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;ADROGUE;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Masivo;3;F
151;38699761;Octubre;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Media Media;Comisiones y Morosidad;CSEDB;COMISIÓN POR REPOSICIÓ;$ 808,00;Eminent;4;F
152;38916123;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Pyme;ROSARIO PASEO DEL SIGLO;SUC;INTERESES FINANCIACION;$ 277,22;Negocios;2;F
153;38623010;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;SIN RENTA;VILLA BALLESTER;SUC;COM.SERV.CTA.TOT (300000033118);$ 2.231,40;Prefer;0;F
154;38828194;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;CAD;SERVICIO CUENTA TOTAL;$ 4.132,23;Masivo;1;F
155;38361386;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;FLORES;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F
156;38836645;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;CAD;COM.SERV.EMINENT (800044767300);$ 3.305,63;Negocios;4;F
157;38870940;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Comisiones y Morosidad;SUC;INTERESES FINANCIACION;$ 37.137,73;Prefer;2;M
158;38412549;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;COM.SERV.PREFER (800034916966);$ 722,31;Masivo;0;M
159;38608243;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;OLIVOS ALTO;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;1;F
160;38596971;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;CAD;SERVICIO CUENTA SIMPLE;$ 2.892,56;Eminent;3;F
161;38679150;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;CCC;COM.SERV.EMINENT (800082404961);$ 774,53;Prefer;4;F
162;38359038;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;LEANDRO N. ALEM;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;M
163;38169983;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;VILLA BALLESTER;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;0;M
164;38548904;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.SERV.PREFER (800049854155);$ 3.099,18;Masivo;1;F
165;38924632;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;Comisiones y Morosidad;CAD;COM RENOV ANUAL  2/3;$ 20.137,66;Prefer;3;M
166;38803886;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;BOULEVARD GALVEZ;SUC;COM.SERV.PREFER (800032259739);$ 6.198,35;Masivo;4;F
167;38597735;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 8.264,46;Eminent;2;M
168;38902220;Marzo;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;Comisiones y Morosidad;SUC;COM.SERV.EMINENT (800044941181);$ 8.264,46;Eminent;0;M
169;38304997;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Agro Pes;UVM;UVM;COM.SERV.EMINENT;$ 6.446,28;Prefer;1;M
170;38420643;Diciembre;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;SUC;COM.SERV.CTA.NEG (800028786150);$ 4.545,45;Masivo;3;F
171;38224978;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;F
172;38201806;Septiembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CCC;SERVICIO CUENTA TOTAL;$ 3.305,79;Eminent;2;F
173;38854031;Agosto;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;?;ONB;Com.serv.prefer;$ 6.198,35;Eminent;0;M
174;38861939;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;?;SUC;COM.SERV.CLASSIC (800009986281);$ 4.958,68;Eminent;1;M
175;38283108;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;LA PLATA NORTE;SUC;COM RENOV ANUAL  1/3;$ 7.988,66;Eminent;3;F
176;38822188;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;CCC;COM.SERV.CLASSIC (800057902961);$ 4.958,68;Prefer;4;F
177;38362097;Octubre;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Empleados BGBA;Cuentas;SUC;COMISIÓN MANT DE CTA.;$ 661,00;Prefer;2;M
178;38578458;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;LUIS GUILLON;SUC;COM.SERV.CLASSIC (800082048243);$ 4.958,68;Masivo;0;M
179;38542723;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;COM.SERV.EMINENT (800051131149);$ 8.264,46;Masivo;1;M
180;38749815;Mayo;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Media Baja;Comisiones y Morosidad;CCC;COM.SERV.PREFER (800032026076);$ 6.198,35;Masivo;3;M
181;38680440;Octubre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;CCC;SERVICIO CUENTA TOTAL;$ 4.132,23;Eminent;4;F
182;38611116;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;?;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Negocios;2;F
183;38210135;Junio;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Media Baja;Cuentas;ONB;Com.serv.cta.simp;$ 1.239,72;Prefer;0;F
184;38844391;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;PLAZA GRAND BOURG;SUC;GASTOS DE SERVICIO EMINENT;$ 8.264,46;Masivo;1;F
185;38684557;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;CCC;COM.SERV.CTA.TOT (800074191008);$ 518,62;Eminent;3;F
186;38572462;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CCC;COM.SERV.PREFER (800076540875);$ 1.109,33;Negocios;4;F
187;38186508;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;CCC;COM.SERV.CTA.NEG;$ 6.446,28;Prefer;2;F
188;38301279;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;HUMBERTO PRIMO;SUC;GASTOS DE SERVICIO EMINENT;$ 3.223,17;Masivo;0;M
189;38748787;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;El talar;SUC;SERVICIO CUENTA CLASSI;$ 4.958,68;Eminent;1;M
190;38769919;Mayo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Cuentas;CCC;COMISION RENO.ANUAL;$ 11.209,00;Eminent;3;F
191;38668308;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Prefer;4;F
192;38492438;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;PARQUE INDUSTRIAL PILAR;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;F
193;38760268;Julio;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Baja;Comisiones y Morosidad;SUC;COMISION RENO.ANUAL;$ 5.647,33;Prefer;0;M
194;38320890;Marzo;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;FAC CS ECONOMICAS;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;1;M
195;38386435;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CASEROS;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Prefer;3;F
196;38390893;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Masivo;4;M
197;38520339;Noviembre;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;Cuentas;SUC;COM.BANELCO O/BCO (4517690115737559);$ 1.239,66;Eminent;2;F
198;38692241;Septiembre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;COM.SERV.PREFER (800080883897);$ 6.198,35;Eminent;0;M
199;38569142;Agosto;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CASA MATRIZ TORRE;SUC;COM.SERV.EMINENT (800079288204);$ 8.264,46;Prefer;1;M
200;38282526;Abril;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;ONB;Com.serv.prefer;$ 4.545,45;Masivo;3;M
201;38222815;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CASTELAR;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;4;F
202;38178135;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Alta;ADROGUE;SUC;COM.SERV.PREFER;$ 2.272,73;Eminent;2;F
203;38693738;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;INDEPENDENCIA;SUC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;0;F
204;38639675;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;SUC;COMISION RENO.ANUAL;$ 11.209,00;Eminent;1;M
205;38313403;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;FLORIDA OESTE;SUC;SERVICIO CUENTA TOTAL;$ 2.231,40;Eminent;3;M
206;38383565;Mayo;Favorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;Renta Media Alta;Cuentas;CCC;CARGOGESTCOBRANZA;$ 323,00;Prefer;4;F
207;38887930;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;FAC CS ECONOMICAS;SUC;SERVICIO CUENTA CLASSI;$ 4.958,68;Prefer;2;F
208;38164451;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;AV. ENTRE RIOS;SUC;COM.SERV.EMINENT;$ 8.181,82;Masivo;0;M
209;38278468;Junio;Desfavorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;Cuentas;CCC;COM.SERV.CTA.NEG (800058026340);$ 6.446,28;Masivo;1;M
210;38775438;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CASA MATRIZ TORRE;SUC;COM.BANELCO EXT.F (4517690100224662);$ 702,48;Masivo;3;M
211;38322194;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;Tucuman Tribunales;SUC;COM.SERV.PREFER;$ 3.049,89;Eminent;4;M
212;38222053;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Baja;Cuentas;SUC;INTERESES FINANCIACION;$ 213,84;Negocios;2;F
213;38290776;Abril;Favorable al cliente;Sin Envío;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Cuentas;SUC;GASTOS DE SERVICIO EMINENT;$ 4.090,81;Prefer;0;F
214;38257380;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;LEANDRO N. ALEM;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Masivo;1;F
215;38330094;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;PERSONAS ANSES;GOLF SAN ISIDRO;SUC;SERVICIO CUENTA SIMPLE;$ 2.479,34;Eminent;3;F
216;38188755;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;BOEDO;SUC;GASTOS DE SERVICIO EMINENT;$ 8.181,82;Negocios;4;F
217;38183432;Marzo;Desfavorable al cliente;Sin Envío;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;Cuentas;SUC;GASTOS DE SERVICIO EMINENT;$ 8.181,82;Prefer;2;F
218;38885155;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;ADROGUE;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Masivo;0;F
219;38579648;Julio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CONCORDIA;SUC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Eminent;1;M
220;38295634;Marzo;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;Cuentas;SUC;COM.SERV.EMINENT (800010826568);$ 4.090,81;Eminent;3;M
221;38685168;Enero;Desfavorable al cliente;Manual;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;Comisiones y Morosidad;CAD;COM.SERV.EMINENT (800023422576);$ 10.330,58;Prefer;4;F
222;38248787;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;F
223;38883396;Noviembre;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;?;SUC;COM. MANT. CC/CCE (Octubre 2022);$ 5.625,00;Prefer;0;F
224;38628376;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 1.363,73;Masivo;1;M
225;38267470;Agosto;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;3;M
226;38211631;Abril;Favorable al cliente;Manual;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;Cuentas;CSEDB;COM.SERV.CLASSIC;$ 1.878,35;Masivo;4;F
227;38379583;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;CAD;GASTOS DE SERVICIO EMINENT;$ 4.090,81;Eminent;2;M
228;38578757;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;Comisiones y Morosidad;CAD;INTERESES FINANCIACION;$ 11.213,95;Eminent;0;F
229;38812071;Octubre;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;CCC;COM.SERV.PREFER (800084783641);$ 6.198,35;Prefer;1;M
230;38335806;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;PATERNAL I;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Masivo;3;M
231;38165300;Enero;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CCC;SERVICIO CUENTA CLASSIC;$ 3.719,01;Masivo;4;M
232;38803664;Mayo;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;CCC;COM. MANT. CC/CCE (Mayo 2023);$ 2.892,56;Eminent;2;F
233;38923692;Octubre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;VILLA URQUIZA;SUC;COM.SERV.CTA.TOT (800060698342);$ 39,45;Eminent;0;F
234;38552865;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Bicentenario;SUC;GASTOS DE SERVICIO EMI;$ 3.223,05;Eminent;1;F
235;38887206;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Alta;CASA MATRIZ;SUC;GASTOS DE SERVICIO EMI;$ 10.330,58;Eminent;3;M
236;38780549;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CONCORDIA;SUC;GASTOS DE SERVICIO EMI;$ 10.330,58;Prefer;4;M
237;38808123;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;CAD;COM.SERV.EMINENT (800034819316);$ 4.118,76;Prefer;2;F
238;38905083;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;COM.LINK/OTRAS (4517690077974182);$ 2.764,41;Masivo;0;F
239;38313874;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CCC;GASTOS DE SERVICIO EMINENT;$ 4.090,81;Masivo;1;M
240;38169978;Febrero;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;PQUE.CENTENARIO;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Masivo;3;M
241;38450696;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;MENDOZA;SUC;COM.SERV.EMINENT (400004730722);$ 6.446,28;Eminent;4;M
242;38161741;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Negocios;2;M
243;38923797;Marzo;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;PLAZA JURAMENTO;SUC;COM.SERV.EMINENT (800010104716);$ 8.264,46;Prefer;0;F
244;38693539;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;Comisiones y Morosidad;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;1;F
245;38705487;Julio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;GASTOS DE SERVICIO EMINENT;$ 10.330,58;Eminent;3;F
246;38635378;Marzo;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;CCC;COM RENOV ANUAL  1/3;$ 11.208,66;Negocios;4;F
247;38733030;Enero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;C DEL URUGUAY;SUC;COM.SERV.CTA.NEG (800030937012);$ 6.198,35;Prefer;2;F
248;38253237;Diciembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CCC;SERVICIO CUENTA CLASSI;$ 3.719,01;Masivo;0;F
249;38584204;Noviembre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CIUDADELA;SUC;GASTOS DE SERVICIO EMI;$ 3.223,05;Eminent;1;F
250;38581428;Septiembre;Favorable al cliente;Manual;TC/TD Reclamos;Desconocimiento;Renta Media Baja;Comisiones y Morosidad;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Eminent;3;M
251;38899191;Agosto;Favorable al cliente;Automática;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CCC;CARGO REPOSICION (4770539000662228);$ 991,74;Prefer;4;M
252;38802007;Abril;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Media;?;SUC;SERVICIO CUENTA CLASSI;$ 4.958,68;Prefer;2;F
253;38832478;Junio;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CAD;CAD;COM.SERV.CTA.NEG (800081896976);$ 4.545,45;Prefer;0;F
254;38169555;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CANNING;SUC;SERVICIO CUENTA TOTAL;$ 3.305,79;Masivo;1;F
255;38257209;Octubre;Favorable al cliente;Automática;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;BOEDO;SUC;GASTOS DE SERVICIO EMI;$ 8.181,82;Prefer;3;M
256;38580854;Febrero;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;Comisiones y Morosidad;CCC;SERVICIO CUENTA PREFER;$ 6.198,35;Masivo;4;M
257;38649637;Enero;Favorable al cliente;Manual;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;Comisiones y Morosidad;SUC;COMISION RENO.ANUAL;$ 11.209,00;Eminent;2;F
258;38755903;Mayo;Favorable al cliente;Automática;TC/TD Reclamos;Comisiones e intereses;Renta Baja;PACHECO;SUC;SERVICIO CUENTA CLASSI;$ 4.958,68;Eminent;0;M
259;38448055;Octubre;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;Cuentas;SUC;INTERESES FINANCIACION;$ 4.623,59;Prefer;1;F
260;38806475;Diciembre;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SAN MARTIN;SUC;COM.SERV.EMINENT (800032478198);$ 7.500,19;Masivo;3;M
261;38697346;Junio;Favorable al cliente;Manual;TC/TD Reclamos;Comisiones e intereses;Renta Alta;Comisiones y Morosidad;SUC;SERVICIO CUENTA PREFER;$ 3.099,18;Masivo;4;M
262;38545282;Abril;Favorable al cliente;Manual;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;Comisiones y Morosidad;SUC;COM. MANT. CC/CCE (Febrero 2023);$ 5.625,00;Eminent;2;M
263;38349629;Febrero;Favorable al cliente;Automática;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;LINIERS;SUC;COM.SERV.CTA.PROP;$ 3.719,01;Eminent;0;F
264;38344330;Junio;Favorable al cliente;Automática;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;1;F
265;38543194;Abril;Favorable al cliente;Automática;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;Comisiones y Morosidad;ONB;Com.serv.eminent;$ 4.132,27;Eminent;3;F
