Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo;AgeAntiguedad;Beneficio
155;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Eminent;3;F;15;1500
156;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;SERVICIO EMINENT;$ 3.305,63;Negocios;4;F;16;1600
157;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 37.137,73;Prefer;2;M;17;1700
158;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 722,31;Masivo;0;M;18;1800
159;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 6.198,35;Eminent;1;F;19;1900
160;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;CARGO REPOSICION;$ 2.892,56;Eminent;3;F;20;2000
161;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;CCC;COM MANT CCE;$ 774,53;Prefer;4;F;1;100
162;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;2;M;2;200
163;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Prefer;0;M;3;300
164;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.099,18;Masivo;1;F;4;400
165;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CAD;CARGOGESTCOBRANZA;$ 20.137,66;Prefer;3;M;5;500
166;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 6.198,35;Masivo;4;F;6;600
167;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 8.264,46;Eminent;2;M;7;700
168;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM MANT CCE;$ 8.264,46;Eminent;0;M;8;800
169;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Agro Pes;UVM;SERVICIO CUENTA PREFER;$ 6.446,28;Prefer;1;M;9;900
170;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;F;10;1000
171;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Masivo;4;F;11;1100
172;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGOGESTCOBRANZA;$ 3.305,79;Eminent;2;F;12;1200
173;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;ONB;COM BANELCO;$ 6.198,35;Eminent;0;M;13;1300
174;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGO REPOSICION;$ 4.958,68;Eminent;1;M;14;1400
175;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 7.988,66;Eminent;3;F;15;1500
176;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 4.958,68;Prefer;4;F;16;1600
177;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Empleados BGBA;SUC;SERVICIO EMINENT;$ 661,00;Prefer;2;M;17;1700
178;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.958,68;Masivo;0;M;18;1800
179;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 8.264,46;Masivo;1;M;19;1900
180;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Masivo;3;M;20;2000
181;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 4.132,23;Eminent;4;F;1;100
182;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM MANT CCE;$ 6.198,35;Negocios;2;F;2;200
183;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;ONB;SERVICIO CUENTA PREFER;$ 1.239,72;Prefer;0;F;3;300
184;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 8.264,46;Masivo;1;F;4;400
185;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 518,62;Eminent;3;F;5;500
186;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 1.109,33;Negocios;4;F;6;600
187;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 6.446,28;Prefer;2;F;7;700
188;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 3.223,17;Masivo;0;M;8;800
189;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.958,68;Eminent;1;M;9;900
190;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 11.209,00;Eminent;3;F;10;1000
191;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO EMINENT;$ 6.198,35;Prefer;4;F;11;1100
192;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;2;F;12;1200
193;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 5.647,33;Prefer;0;M;13;1300
194;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM BANELCO;$ 4.545,45;Masivo;1;M;14;1400
195;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGO REPOSICION;$ 8.181,82;Prefer;3;F;15;1500
196;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 3.305,79;Masivo;4;M;16;1600
197;Noviembre;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 1.239,66;Eminent;2;F;17;1700
198;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;0;M;18;1800
199;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Prefer;1;M;19;1900
200;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;ONB;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;3;M;20;2000
201;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Masivo;4;F;1;100
202;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 2.272,73;Eminent;2;F;2;200
203;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 6.198,35;Eminent;0;F;3;300
204;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 11.209,00;Eminent;1;M;4;400
205;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 2.231,40;Eminent;3;M;5;500
206;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 323,00;Prefer;4;F;6;600
207;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 4.958,68;Prefer;2;F;7;700
208;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM BANELCO;$ 8.181,82;Masivo;0;M;8;800
209;Junio;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;CCC;CARGO REPOSICION;$ 6.446,28;Masivo;1;M;9;900
210;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;COM MANT CCE;$ 702,48;Masivo;3;M;10;1000
211;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.049,89;Eminent;4;M;11;1100
212;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;SERVICIO EMINENT;$ 213,84;Negocios;2;F;12;1200
213;Abril;Sin Envio;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 4.090,81;Prefer;0;F;13;1300
214;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Masivo;1;F;14;1400
215;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;PERSONAS ANSES;SUC;COM BANELCO;$ 2.479,34;Eminent;3;F;15;1500
216;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 8.181,82;Negocios;4;F;16;1600
217;Marzo;Sin Envio;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 8.181,82;Prefer;2;F;17;1700
218;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Masivo;0;F;18;1800
219;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 10.330,58;Eminent;1;M;19;1900
220;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 4.090,81;Eminent;3;M;20;2000
221;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CAD;CARGOGESTCOBRANZA;$ 10.330,58;Prefer;4;F;1;100
222;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COM BANELCO;$ 4.545,45;Prefer;2;F;2;200
223;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGO REPOSICION;$ 5.625,00;Prefer;0;F;3;300
224;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 1.363,73;Masivo;1;M;4;400
225;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;3;M;5;500
226;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CSEDB;SERVICIO EMINENT;$ 1.878,35;Masivo;4;F;6;600
227;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;COMISION MANT DE CUENTA;$ 4.090,81;Eminent;2;M;7;700
228;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CAD;CARGOGESTCOBRANZA;$ 11.213,95;Eminent;0;F;8;800
229;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Prefer;1;M;9;900
230;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 8.181,82;Masivo;3;M;10;1000
231;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 3.719,01;Masivo;4;M;11;1100
232;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;SERVICIO CUENTA PREFER;$ 2.892,56;Eminent;2;F;12;1200
233;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 39,45;Eminent;0;F;13;1300
234;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 3.223,05;Eminent;1;F;14;1400
235;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Eminent;3;M;15;1500
236;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 10.330,58;Prefer;4;M;16;1600
237;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;CARGO REPOSICION;$ 4.118,76;Prefer;2;F;17;1700
238;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM MANT CCE;$ 2.764,41;Masivo;0;F;18;1800
239;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.090,81;Masivo;1;M;19;1900
240;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;M;20;2000
241;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Eminent;4;M;1;100
242;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Negocios;2;M;2;200
243;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 8.264,46;Prefer;0;F;3;300
244;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGO REPOSICION;$ 6.198,35;Masivo;1;F;4;400
245;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 10.330,58;Eminent;3;F;5;500
246;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 11.208,66;Negocios;4;F;6;600
247;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO EMINENT;$ 6.198,35;Prefer;2;F;7;700
248;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.719,01;Masivo;0;F;8;800
249;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 3.223,05;Eminent;1;F;9;900
250;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Eminent;3;M;10;1000
251;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGO REPOSICION;$ 991,74;Prefer;4;M;11;1100
252;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COM MANT CCE;$ 4.958,68;Prefer;2;F;12;1200
253;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;0;F;13;1300
254;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 3.305,79;Masivo;1;F;14;1400
255;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.181,82;Prefer;3;M;15;1500
256;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Masivo;4;M;16;1600
257;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM BANELCO;$ 11.209,00;Eminent;2;F;17;1700
258;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGO REPOSICION;$ 4.958,68;Eminent;0;M;18;1800
259;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 4.623,59;Prefer;1;F;19;1900
260;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 7.500,19;Masivo;3;M;20;2000
261;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 3.099,18;Masivo;4;M;1;100
262;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 5.625,00;Eminent;2;M;2;200
263;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 3.719,01;Eminent;0;F;3;300
264;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM BANELCO;$ 4.545,45;Eminent;1;F;4;400
265;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;ONB;CARGO REPOSICION;$ 4.132,27;Eminent;3;F;5;500
266;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM MANT CCE;$ 8.181,82;Prefer;4;M;6;600
267;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 8.181,82;Prefer;2;M;7;700
268;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;SERVICIO EMINENT;$ 6.198,35;Masivo;0;F;8;800
269;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Masivo;1;F;9;900
270;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 3.057,85;Masivo;3;M;10;1000
271;Julio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM BANELCO;$ 515,46;Eminent;4;M;11;1100
272;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGO REPOSICION;$ 4.545,45;Negocios;2;M;12;1200
273;Enero;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;COM MANT CCE;$ 6.446,16;Prefer;0;M;13;1300
274;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 4.090,81;Masivo;1;F;14;1400
275;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;3;F;15;1500
276;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;4;F;16;1600
277;Agosto;Sin Envio;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;ONB;CARGOGESTCOBRANZA;$ 103,92;Prefer;2;F;17;1700
278;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM BANELCO;$ 4.132,23;Masivo;0;F;18;1800
279;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Empleados BGBA;CCC;CARGO REPOSICION;$ 2.892,56;Eminent;1;F;19;1900
280;Junio;Sin Envio;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;COM MANT CCE;$ 6.198,35;Eminent;3;F;20;2000
281;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 4.473,02;Prefer;4;M;1;100
282;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 1.157,00;Prefer;2;M;2;200
283;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 1.912,76;Prefer;0;F;3;300
284;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;1;F;4;400
285;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 4.545,45;Prefer;3;F;5;500
286;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 11.267,00;Masivo;4;M;6;600
287;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 6.198,35;Eminent;2;M;7;700
288;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 2.479,34;Eminent;0;F;8;800
289;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;M;9;900
290;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Masivo;3;F;10;1000
291;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.201,33;Masivo;4;M;11;1100
292;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM BANELCO;$ 8.264,46;Eminent;2;M;12;1200
293;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;0;M;13;1300
294;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM MANT CCE;$ 3.305,79;Eminent;1;F;14;1400
295;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;3;F;15;1500
296;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CAD;SERVICIO EMINENT;$ 4.090,81;Prefer;4;F;16;1600
297;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CAD;COMISION MANT DE CUENTA;$ 3.062,73;Prefer;2;M;17;1700
298;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 8.264,46;Masivo;0;M;18;1800
299;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM BANELCO;$ 5.636,33;Masivo;1;F;19;1900
300;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 2.396,69;Masivo;3;F;20;2000
301;Noviembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM MANT CCE;$ 8.181,82;Eminent;4;M;1;100
302;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 3.223,05;Negocios;2;M;2;200
303;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.090,81;Prefer;0;M;3;300
