Caso;Mes;Comunicacion;Resolucion;Categoria;Subcategoria;Segmento;Canal;Movimiento;Monto;Cliente;ProductosActivos;Sexo
164;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.099,18;Masivo;1;F
165;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CAD;CARGOGESTCOBRANZA;$ 20.137,66;Prefer;3;M
166;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM BANELCO;$ 6.198,35;Masivo;4;F
167;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGO REPOSICION;$ 8.264,46;Eminent;2;M
168;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM MANT CCE;$ 8.264,46;Eminent;0;M
169;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Agro Pes;UVM;SERVICIO CUENTA PREFER;$ 6.446,28;Prefer;1;M
170;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;F
171;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 4.545,45;Masivo;4;F
172;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;CARGOGESTCOBRANZA;$ 3.305,79;Eminent;2;F
173;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;ONB;COM BANELCO;$ 6.198,35;Eminent;0;M
174;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGO REPOSICION;$ 4.958,68;Eminent;1;M
175;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 7.988,66;Eminent;3;F
176;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 4.958,68;Prefer;4;F
177;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Empleados BGBA;SUC;SERVICIO EMINENT;$ 661,00;Prefer;2;M
178;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 4.958,68;Masivo;0;M
179;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 8.264,46;Masivo;1;M
180;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Masivo;3;M
181;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 4.132,23;Eminent;4;F
182;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM MANT CCE;$ 6.198,35;Negocios;2;F
183;Junio;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;ONB;SERVICIO CUENTA PREFER;$ 1.239,72;Prefer;0;F
184;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 8.264,46;Masivo;1;F
185;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 518,62;Eminent;3;F
186;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;CCC;CARGOGESTCOBRANZA;$ 1.109,33;Negocios;4;F
187;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM BANELCO;$ 6.446,28;Prefer;2;F
188;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 3.223,17;Masivo;0;M
189;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.958,68;Eminent;1;M
190;Mayo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 11.209,00;Eminent;3;F
191;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CCC;SERVICIO EMINENT;$ 6.198,35;Prefer;4;F
192;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Prefer;2;F
193;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 5.647,33;Prefer;0;M
194;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM BANELCO;$ 4.545,45;Masivo;1;M
195;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGO REPOSICION;$ 8.181,82;Prefer;3;F
196;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 3.305,79;Masivo;4;M
197;Noviembre;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO CUENTA PREFER;$ 1.239,66;Eminent;2;F
198;Septiembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;0;M
199;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 8.264,46;Prefer;1;M
200;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;ONB;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;3;M
201;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM BANELCO;$ 4.545,45;Masivo;4;F
202;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGO REPOSICION;$ 2.272,73;Eminent;2;F
203;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COM MANT CCE;$ 6.198,35;Eminent;0;F
204;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO CUENTA PREFER;$ 11.209,00;Eminent;1;M
205;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;SERVICIO EMINENT;$ 2.231,40;Eminent;3;M
206;Mayo;Manual;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Alta;CCC;COMISION MANT DE CUENTA;$ 323,00;Prefer;4;F
207;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;CARGOGESTCOBRANZA;$ 4.958,68;Prefer;2;F
208;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM BANELCO;$ 8.181,82;Masivo;0;M
209;Junio;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;CCC;CARGO REPOSICION;$ 6.446,28;Masivo;1;M
210;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Alta;SUC;COM MANT CCE;$ 702,48;Masivo;3;M
211;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO CUENTA PREFER;$ 3.049,89;Eminent;4;M
212;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;SERVICIO EMINENT;$ 213,84;Negocios;2;F
213;Abril;Sin Envio;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 4.090,81;Prefer;0;F
214;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 8.181,82;Masivo;1;F
215;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;PERSONAS ANSES;SUC;COM BANELCO;$ 2.479,34;Eminent;3;F
216;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;CARGO REPOSICION;$ 8.181,82;Negocios;4;F
217;Marzo;Sin Envio;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COM MANT CCE;$ 8.181,82;Prefer;2;F
218;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 2.272,73;Masivo;0;F
219;Julio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;SERVICIO EMINENT;$ 10.330,58;Eminent;1;M
220;Marzo;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 4.090,81;Eminent;3;M
221;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;CAD;CARGOGESTCOBRANZA;$ 10.330,58;Prefer;4;F
222;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COM BANELCO;$ 4.545,45;Prefer;2;F
223;Noviembre;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES GOLD;SUC;CARGO REPOSICION;$ 5.625,00;Prefer;0;F
224;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM MANT CCE;$ 1.363,73;Masivo;1;M
225;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;3;M
226;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;CSEDB;SERVICIO EMINENT;$ 1.878,35;Masivo;4;F
227;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;COMISION MANT DE CUENTA;$ 4.090,81;Eminent;2;M
228;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;CAD;CARGOGESTCOBRANZA;$ 11.213,95;Eminent;0;F
229;Octubre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Prefer;1;M
230;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;CARGO REPOSICION;$ 8.181,82;Masivo;3;M
231;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 3.719,01;Masivo;4;M
232;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;SERVICIO CUENTA PREFER;$ 2.892,56;Eminent;2;F
233;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;SUC;SERVICIO EMINENT;$ 39,45;Eminent;0;F
234;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 3.223,05;Eminent;1;F
235;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.330,58;Eminent;3;M
236;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 10.330,58;Prefer;4;M
237;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CAD;CARGO REPOSICION;$ 4.118,76;Prefer;2;F
238;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;COM MANT CCE;$ 2.764,41;Masivo;0;F
239;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;SERVICIO CUENTA PREFER;$ 4.090,81;Masivo;1;M
240;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;SERVICIO EMINENT;$ 4.545,45;Masivo;3;M
241;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 6.446,28;Eminent;4;M
242;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;CCC;CARGOGESTCOBRANZA;$ 4.545,45;Negocios;2;M
243;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;COM BANELCO;$ 8.264,46;Prefer;0;F
244;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;CARGO REPOSICION;$ 6.198,35;Masivo;1;F
245;Julio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 10.330,58;Eminent;3;F
246;Marzo;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 11.208,66;Negocios;4;F
247;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;SERVICIO EMINENT;$ 6.198,35;Prefer;2;F
248;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COMISION MANT DE CUENTA;$ 3.719,01;Masivo;0;F
249;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 3.223,05;Eminent;1;F
250;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;COM BANELCO;$ 6.198,35;Eminent;3;M
251;Agosto;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;CARGO REPOSICION;$ 991,74;Prefer;4;M
252;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;SUC;COM MANT CCE;$ 4.958,68;Prefer;2;F
253;Junio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CAD;SERVICIO CUENTA PREFER;$ 4.545,45;Prefer;0;F
254;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;SERVICIO EMINENT;$ 3.305,79;Masivo;1;F
255;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 8.181,82;Prefer;3;M
256;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGOGESTCOBRANZA;$ 6.198,35;Masivo;4;M
257;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;COM BANELCO;$ 11.209,00;Eminent;2;F
258;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGO REPOSICION;$ 4.958,68;Eminent;0;M
259;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COM MANT CCE;$ 4.623,59;Prefer;1;F
260;Diciembre;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 7.500,19;Masivo;3;M
261;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO EMINENT;$ 3.099,18;Masivo;4;M
262;Abril;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;SUC;COMISION MANT DE CUENTA;$ 5.625,00;Eminent;2;M
263;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES;SUC;CARGOGESTCOBRANZA;$ 3.719,01;Eminent;0;F
264;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM BANELCO;$ 4.545,45;Eminent;1;F
265;Abril;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;ONB;CARGO REPOSICION;$ 4.132,27;Eminent;3;F
266;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;NEGOCIOS Y PROFESIONALES GOLD;CCC;COM MANT CCE;$ 8.181,82;Prefer;4;M
267;Enero;Manual;Desfavorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Media;CCC;SERVICIO CUENTA PREFER;$ 8.181,82;Prefer;2;M
268;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;CCC;SERVICIO EMINENT;$ 6.198,35;Masivo;0;F
269;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Masivo;1;F
270;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CCC;CARGOGESTCOBRANZA;$ 3.057,85;Masivo;3;M
271;Julio;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CAD;COM BANELCO;$ 515,46;Eminent;4;M
272;Marzo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;CARGO REPOSICION;$ 4.545,45;Negocios;2;M
273;Enero;Sin Envio;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Media;CSEDB;COM MANT CCE;$ 6.446,16;Prefer;0;M
274;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;SERVICIO CUENTA PREFER;$ 4.090,81;Masivo;1;F
275;Noviembre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;SERVICIO EMINENT;$ 6.198,35;Eminent;3;F
276;Septiembre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 4.545,45;Negocios;4;F
277;Agosto;Sin Envio;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Baja;ONB;CARGOGESTCOBRANZA;$ 103,92;Prefer;2;F
278;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;CAD;COM BANELCO;$ 4.132,23;Masivo;0;F
279;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Empleados BGBA;CCC;CARGO REPOSICION;$ 2.892,56;Eminent;1;F
280;Junio;Sin Envio;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Baja;CAD;COM MANT CCE;$ 6.198,35;Eminent;3;F
281;Octubre;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 4.473,02;Prefer;4;M
282;Febrero;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 1.157,00;Prefer;2;M
283;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CCC;COMISION MANT DE CUENTA;$ 1.912,76;Prefer;0;F
284;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGOGESTCOBRANZA;$ 4.545,45;Masivo;1;F
285;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;COM BANELCO;$ 4.545,45;Prefer;3;F
286;Diciembre;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;CARGO REPOSICION;$ 11.267,00;Masivo;4;M
287;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;COM MANT CCE;$ 6.198,35;Eminent;2;M
288;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;SUC;SERVICIO CUENTA PREFER;$ 2.479,34;Eminent;0;F
289;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Baja;CCC;SERVICIO EMINENT;$ 4.545,45;Prefer;1;M
290;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;SUC;COMISION MANT DE CUENTA;$ 6.198,35;Masivo;3;F
291;Abril;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Alta;SUC;CARGOGESTCOBRANZA;$ 10.201,33;Masivo;4;M
292;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;COM BANELCO;$ 8.264,46;Eminent;2;M
293;Enero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Baja;SUC;CARGO REPOSICION;$ 4.545,45;Eminent;0;M
294;Mayo;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;CCC;COM MANT CCE;$ 3.305,79;Eminent;1;F
295;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;CCC;SERVICIO CUENTA PREFER;$ 8.264,46;Eminent;3;F
296;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Media;CAD;SERVICIO EMINENT;$ 4.090,81;Prefer;4;F
297;Julio;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Baja;CAD;COMISION MANT DE CUENTA;$ 3.062,73;Prefer;2;M
298;Marzo;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Alta;SUC;CARGOGESTCOBRANZA;$ 8.264,46;Masivo;0;M
299;Enero;Manual;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;CCC;COM BANELCO;$ 5.636,33;Masivo;1;F
300;Diciembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;CARGO REPOSICION;$ 2.396,69;Masivo;3;F
301;Noviembre;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES;CCC;COM MANT CCE;$ 8.181,82;Eminent;4;M
302;Septiembre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO CUENTA PREFER;$ 3.223,05;Negocios;2;M
303;Agosto;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Alta;SUC;SERVICIO EMINENT;$ 4.090,81;Prefer;0;M
304;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Alta;SUC;COMISION MANT DE CUENTA;$ 14.281,66;Masivo;1;M
305;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Baja;SUC;CARGOGESTCOBRANZA;$ 4.958,68;Eminent;3;F
306;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 4.958,68;Negocios;4;F
307;Octubre;Automatica;Favorable al cliente;Cuentas Reclamos;Morosidad no reconocida;Renta Media Media;SUC;CARGO REPOSICION;$ 10.330,58;Prefer;2;F
308;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Desconocimiento;Renta Media Alta;SUC;COM MANT CCE;$ 4.545,45;Masivo;0;F
309;Enero;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;NEGOCIOS Y PROFESIONALES;ONB;SERVICIO CUENTA PREFER;$ 3.259,42;Eminent;1;F
310;Mayo;Automatica;Favorable al cliente;Cuentas Reclamos;Desconocimiento;Renta Media Baja;CCC;SERVICIO EMINENT;$ 1.049,59;Eminent;3;F
311;Octubre;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 3.305,79;Prefer;4;F
312;Diciembre;Manual;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Alta;CAD;CARGOGESTCOBRANZA;$ 2.066,12;Prefer;2;M
313;Junio;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Baja;SUC;COM BANELCO;$ 2.892,56;Prefer;0;M
314;Abril;Manual;Desfavorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;CCC;CARGO REPOSICION;$ 4.545,45;Masivo;1;F
315;Febrero;Automatica;Favorable al cliente;TC/TD Reclamos;Morosidad no reconocida;Renta Media Media;SUC;COM MANT CCE;$ 4.958,68;Prefer;3;F
316;Junio;Manual;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;NEGOCIOS Y PROFESIONALES GOLD;SUC;SERVICIO CUENTA PREFER;$ 14.282,00;Masivo;4;F
317;Abril;Automatica;Favorable al cliente;TC/TD Reclamos;Comisiones e intereses;Renta Media Media;CCC;SERVICIO EMINENT;$ 4.545,45;Eminent;2;M
318;Febrero;Automatica;Favorable al cliente;Cuentas Reclamos;Comisiones e intereses;Renta Media Baja;SUC;COMISION MANT DE CUENTA;$ 6.144,03;Eminent;0;M
